23587;1909;endothelin receptor type A;EDNRA;3;1.0
30611;2947;glutathione S-transferase mu 3;GSTM3;3;1.0
24601;3162;heme oxygenase 1;HMOX1;3;1.0
16111;2729;glutamate-cysteine ligase catalytic subunit;GCLC;3;1.0
16446;3077;homeostatic iron regulator;HFE;3;1.0
15441;1080;CF transmembrane conductance regulator;CFTR;3;1.0
15606;7040;transforming growth factor beta 1;TGFB1;3;1.0
21303;51164;dynactin subunit 4;DCTN4;3;1.0
22162;22802;chloride channel accessory 4;CLCA4;3;1.0
22536;6804;syntaxin 1A;STX1A;3;1.0
23430;3783;potassium calcium-activated channel subfamily N member 4;KCNN4;3;1.0
16399;4282;macrophage migration inhibitory factor;MIF;3;1.0
17203;6556;solute carrier family 11 member 1;SLC11A1;3;1.0
16844;4572;tRNA;TRNQ;2;1.0
16471;4512;cytochrome c oxidase subunit I;COX1;2;1.0
16472;4513;cytochrome c oxidase subunit II;COX2;2;1.0
16473;4514;cytochrome c oxidase subunit III;COX3;2;1.0
16478;4535;NADH dehydrogenase subunit 1;ND1;2;1.0
16481;4538;NADH dehydrogenase subunit 4;ND4;2;1.0
16483;4540;NADH dehydrogenase subunit 5;ND5;2;1.0
16484;4541;NADH dehydrogenase subunit 6;ND6;2;1.0
16841;4567;tRNA;TRNL1;2;1.0
17473;4578;tRNA;TRNW;2;1.0
17671;4564;tRNA;TRNH;2;1.0
17722;4574;tRNA;TRNS1;2;1.0
17723;4575;tRNA;TRNS2;2;1.0
17724;4558;tRNA;TRNF;2;1.0
15883;1789;DNA methyltransferase 3 beta;DNMT3B;3;1.0
25108;100288687;double homeobox 4;DUX4;3;1.0
15901;22947;double homeobox 4 like 1 (pseudogene);DUX4L1;2;1.0
16073;2483;FSHD region gene 1;FRG1;3;1.0
21703;23347;structural maintenance of chromosomes flexible hinge domain containing 1;SMCHD1;3;1.0
17396;4509;ATP synthase F0 subunit 8;ATP8;2;1.0
17734;50484;ribonucleotide reductase regulatory TP53 inducible subunit M2B;RRM2B;3;1.0
16202;3123;major histocompatibility complex, class II, DR beta 1;HLA-DRB1;3;1.0
18703;3119;major histocompatibility complex, class II, DQ beta 1;HLA-DQB1;3;1.0
18493;4571;tRNA;TRNP;2;1.0
16842;4566;tRNA;TRNK;2;1.0
16843;4549;s-rRNA;RNR1;2;1.0
15237;6261;ryanodine receptor 1;RYR1;3;1.0
15538;6663;SRY-box transcription factor 10;SOX10;3;1.0
15253;6329;sodium voltage-gated channel alpha subunit 4;SCN4A;3;1.0
20543;26525;interleukin 36 receptor antagonist;IL36RN;3;1.0
22886;130340;adaptor related protein complex 1 subunit sigma 3;AP1S3;3;1.0
15878;1760;DM1 protein kinase;DMPK;3;1.0
17592;8573;calcium/calmodulin dependent serine protein kinase;CASK;3;1.0
15457;1180;chloride voltage-gated channel 1;CLCN1;3;1.0
19581;10013;histone deacetylase 6;HDAC6;3;1.0
23828;5422;DNA polymerase alpha 1, catalytic subunit;POLA1;3;1.0
17261;7319;ubiquitin conjugating enzyme E2 A;UBE2A;3;1.0
16135;2717;galactosidase alpha;GLA;3;1.0
17607;23229;Cdc42 guanine nucleotide exchange factor 9;ARHGEF9;3;1.0
16388;4204;methyl-CpG binding protein 2;MECP2;3;1.0
18454;22858;ciliogenesis associated kinase 1;CILK1;3;1.0
15396;785;calcium voltage-gated channel auxiliary subunit beta 4;CACNB4;3;1.0
15915;114327;EF-hand domain containing 1;EFHC1;3;1.0
16089;2554;gamma-aminobutyric acid type A receptor subunit alpha1;GABRA1;3;1.0
16090;2563;gamma-aminobutyric acid type A receptor subunit delta;GABRD;3;1.0
16297;3786;potassium voltage-gated channel subfamily Q member 3;KCNQ3;3;1.0
17745;8629;Jrk helix-turn-helix protein;JRK;3;1.0
19025;1181;chloride voltage-gated channel 2;CLCN2;3;1.0
15708;7428;von Hippel-Lindau tumor suppressor;VHL;3;1.0
25523;199221;DAZ interacting zinc finger protein 1 like;DZIP1L;3;1.0
15100;5314;PKHD1 ciliary IPT domain containing fibrocystin/polyductin;PKHD1;3;1.0
23682;8863;period circadian regulator 3;PER3;3;1.0
17580;1453;casein kinase 1 delta;CSNK1D;3;1.0
17718;8864;period circadian regulator 2;PER2;3;1.0
15269;9723;semaphorin 3E;SEMA3E;3;1.0
15443;55636;chromodomain helicase DNA binding protein 7;CHD7;3;1.0
15792;57094;carboxypeptidase A6;CPA6;3;1.0
25283;899;cyclin F;CCNF;3;1.0
22265;8148;TATA-box binding protein associated factor 15;TAF15;3;1.0
23741;2043;EPH receptor A4;EPHA4;3;1.0
25464;311;annexin A11;ANXA11;3;1.0
24382;755;cilia and flagella associated protein 410;CFAP410;3;1.0
17465;2733;GLE1 RNA export mediator;GLE1;3;1.0
19821;4750;NIMA related kinase 1;NEK1;3;1.0
28129;55830;glycosyltransferase 8 domain containing 1;GLT8D1;3;1.0
22968;400916;coiled-coil-helix-coiled-coil-helix domain containing 10;CHCHD10;3;1.0
19204;1610;D-amino acid oxidase;DAO;3;1.0
15338;6311;ataxin 2;ATXN2;3;1.0
15446;25978;charged multivesicular body protein 2B;CHMP2B;3;1.0
15536;6647;superoxide dismutase 1;SOD1;3;1.0
15655;54209;triggering receptor expressed on myeloid cells 2;TREM2;3;1.0
15704;9217;VAMP associated protein B and C;VAPB;3;1.0
15706;7415;valosin containing protein;VCP;3;1.0
16536;4744;neurofilament heavy chain;NEFH;3;1.0
16595;10133;optineurin;OPTN;3;1.0
16942;1639;dynactin subunit 1;DCTN1;3;1.0
17226;23435;TAR DNA binding protein;TARDBP;3;1.0
17288;9896;FIG4 phosphoinositide 5-phosphatase;FIG4;3;1.0
17369;2521;FUS RNA binding protein;FUS;3;1.0
17376;283;angiogenin;ANG;3;1.0
18364;9782;matrin 3;MATR3;3;0.6666666666666666
18657;5630;peripherin;PRPH;3;1.0
19320;5444;paraoxonase 1;PON1;3;1.0
19321;5445;paraoxonase 2;PON2;3;1.0
19322;5446;paraoxonase 3;PON3;3;1.0
20429;8878;sequestosome 1;SQSTM1;3;1.0
20541;29978;ubiquilin 2;UBQLN2;3;1.0
20676;203228;C9orf72-SMCR8 complex subunit;C9orf72;3;1.0
21413;5216;profilin 1;PFN1;3;1.0
21615;29110;TANK binding kinase 1;TBK1;3;1.0
22023;3178;heterogeneous nuclear ribonucleoprotein A1;HNRNPA1;3;1.0
22335;10891;PPARG coactivator 1 alpha;PPARGC1A;3;1.0
22474;2066;erb-b2 receptor tyrosine kinase 4;ERBB4;3;1.0
22966;23025;unc-13 homolog A;UNC13A;3;1.0
15636;7132;TNF receptor superfamily member 1A;TNFRSF1A;3;1.0
19507;5133;programmed cell death 1;PDCD1;3;1.0
22168;79722;ankyrin repeat domain 55;ANKRD55;3;1.0
16863;100133941;CD24 molecule;CD24;3;1.0
15962;472;ATM serine/threonine kinase;ATM;3;1.0
16190;3064;huntingtin;HTT;3;1.0
22960;6515;solute carrier family 2 member 3;SLC2A3;3;1.0
15986;7957;EPM2A glucan phosphatase, laforin;EPM2A;3;1.0
16545;378884;NHL repeat containing E3 ubiquitin protein ligase 1;NHLRC1;3;1.0
15584;6899;T-box transcription factor 1;TBX1;3;1.0
15954;421;ARVCF delta catenin family member;ARVCF;3;1.0
16158;2812;glycoprotein Ib platelet subunit beta;GP1BB;3;1.0
17262;7353;ubiquitin recognition factor in ER associated degradation 1;UFD1;3;1.0
19456;1312;catechol-O-methyltransferase;COMT;3;1.0
20679;7290;histone cell cycle regulator;HIRA;3;1.0
22995;221037;jumonji domain containing 1C;JMJD1C;3;1.0
23746;6239;ras responsive element binding protein 1;RREB1;3;1.0
23747;9632;SEC24 homolog C, COPII coat complex component;SEC24C;3;1.0
16186;3043;hemoglobin subunit beta;HBB;3;1.0
22392;54899;PX domain containing serine/threonine kinase like;PXK;3;1.0
15818;1493;cytotoxic T-lymphocyte associated protein 4;CTLA4;3;1.0
15656;11277;three prime repair exonuclease 1;TREX1;3;1.0
16253;3586;interleukin 10;IL10;3;1.0
17361;2215;Fc fragment of IgG receptor IIIb;FCGR3B;3;1.0
17447;720;complement C4A (Rodgers blood group);C4A;3;1.0
17448;721;complement C4B (Chido blood group);C4B;3;1.0
17458;1380;complement C3d receptor 2;CR2;3;1.0
19048;640;BLK proto-oncogene, Src family tyrosine kinase;BLK;3;1.0
21583;26191;protein tyrosine phosphatase non-receptor type 22;PTPN22;3;1.0
21733;6775;signal transducer and activator of transcription 4;STAT4;3;1.0
21745;2213;Fc fragment of IgG receptor IIb;FCGR2B;3;1.0
22152;1773;deoxyribonuclease 1;DNASE1;3;1.0
22153;55024;B cell scaffold protein with ankyrin repeats 1;BANK1;3;1.0
22233;3684;integrin subunit alpha M;ITGAM;3;1.0
22391;79932;KIAA0319 like;KIAA0319L;3;1.0
22393;221895;JAZF zinc finger 1;JAZF1;3;1.0
22422;10318;TNFAIP3 interacting protein 1;TNIP1;3;1.0
22423;7128;TNF alpha induced protein 3;TNFAIP3;3;1.0
22424;7332;ubiquitin conjugating enzyme E2 L3;UBE2L3;3;1.0
22425;7292;TNF superfamily member 4;TNFSF4;3;1.0
22426;6696;secreted phosphoprotein 1;SPP1;3;1.0
22427;3654;interleukin 1 receptor associated kinase 1;IRAK1;3;1.0
22428;2113;ETS proto-oncogene 1, transcription factor;ETS1;3;1.0
15783;1297;collagen type IX alpha 1 chain;COL9A1;3;1.0
15784;1298;collagen type IX alpha 2 chain;COL9A2;3;1.0
15785;1299;collagen type IX alpha 3 chain;COL9A3;3;1.0
16585;4952;OCRL inositol polyphosphate-5-phosphatase;OCRL;3;1.0
17735;6566;solute carrier family 16 member 1;SLC16A1;3;1.0
18426;1027;cyclin dependent kinase inhibitor 1B;CDKN1B;3;1.0
20849;1026;cyclin dependent kinase inhibitor 1A;CDKN1A;3;1.0
20850;1030;cyclin dependent kinase inhibitor 2B;CDKN2B;3;1.0
20851;1031;cyclin dependent kinase inhibitor 2C;CDKN2C;3;1.0
16390;4221;menin 1;MEN1;3;1.0
16063;2332;FMRP translational regulator 1;FMR1;3;1.0
15383;695;Bruton tyrosine kinase;BTK;3;1.0
15330;540;ATPase copper transporting beta;ATP7B;3;1.0
15232;6247;retinoschisin 1;RS1;3;1.0
15759;54714;cyclic nucleotide gated channel subunit beta 3;CNGB3;3;1.0
15152;5961;peripherin 2;PRPH2;3;1.0
15050;24;ATP binding cassette subfamily A member 4;ABCA4;3;1.0
15972;6785;ELOVL fatty acid elongase 4;ELOVL4;3;1.0
17406;8842;prominin 1;PROM1;3;1.0
15715;7454;WASP actin nucleation promoting factor;WAS;3;1.0
20821;7456;WAS/WASL interacting protein family member 1;WIPF1;3;1.0
15201;5982;replication factor C subunit 2;RFC2;3;1.0
16519;653361;neutrophil cytosolic factor 1;NCF1;3;1.0
29908;8468;FKBP prolyl isomerase family member 6 (inactive);FKBP6;3;1.0
27081;51085;MLX interacting protein like;MLXIPL;3;1.0
29909;155382;VPS37D subunit of ESCRT-I;VPS37D;3;1.0
29910;84277;DnaJ heat shock protein family (Hsp40) member C30;DNAJC30;3;1.0
29911;9275;BAF chromatin remodeling complex subunit BCL7B;BCL7B;3;1.0
29912;83451;abhydrolase domain containing 11;ABHD11;2;1.0
29913;1365;claudin 3;CLDN3;3;1.0
29914;1364;claudin 4;CLDN4;3;1.0
29915;7458;eukaryotic translation initiation factor 4H;EIF4H;3;1.0
29916;7462;linker for activation of T cells family member 2;LAT2;3;1.0
29917;114049;BUD23 rRNA methyltransferase and ribosome maturation factor;BUD23;3;1.0
29918;155368;methyltransferase like 27;METTL27;3;1.0
29919;135886;transmembrane protein 270;TMEM270;3;1.0
15351;9031;bromodomain adjacent to zinc finger domain 1B;BAZ1B;3;1.0
15582;26608;transducin beta like 2;TBL2;3;1.0
15750;7461;CAP-Gly domain containing linker protein 2;CLIP2;3;1.0
15971;2006;elastin;ELN;3;1.0
16174;2969;general transcription factor IIi;GTF2I;3;1.0
16175;9569;GTF2I repeat domain containing 1;GTF2IRD1;3;1.0
16358;3984;LIM domain kinase 1;LIMK1;3;1.0
29920;84163;GTF2I repeat domain containing 2;GTF2IRD2;3;1.0
25819;54872;phosphatidylinositol glycan anchor biosynthesis class G;PIGG;3;1.0
25557;10815;complexin 1;CPLX1;3;1.0
29802;1487;C-terminal binding protein 1;CTBP1;3;1.0
15722;7468;nuclear receptor binding SET domain protein 2;NSD2;3;1.0
15723;7469;negative elongation factor complex member A;NELFA;3;1.0
20853;3954;leucine zipper and EF-hand containing transmembrane protein 1;LETM1;3;1.0
16047;2261;fibroblast growth factor receptor 3;FGFR3;3;1.0
15673;7274;alpha tocopherol transfer protein;TTPA;3;1.0
15963;1822;atrophin 1;ATN1;3;1.0
28646;406932;microRNA 140;MIR140;3;1.0
16257;3561;interleukin 2 receptor subunit gamma;IL2RG;3;1.0
16667;367;androgen receptor;AR;3;1.0
16597;5009;ornithine transcarbamylase;OTC;3;1.0
15404;875;cystathionine beta-synthase;CBS;3;1.0
16263;3643;insulin receptor;INSR;3;1.0
16185;3040;hemoglobin subunit alpha 2;HBA2;3;1.0
16819;3039;hemoglobin subunit alpha 1;HBA1;3;1.0
16527;4720;NADH:ubiquinone oxidoreductase core subunit S2;NDUFS2;3;1.0
16470;4508;ATP synthase F0 subunit 6;ATP6;2;1.0
16474;4519;cytochrome b;CYTB;2;1.0
16479;4536;NADH dehydrogenase subunit 2;ND2;2;1.0
16482;4539;NADH dehydrogenase subunit 4L;ND4L;2;1.0
16330;3897;L1 cell adhesion molecule;L1CAM;3;1.0
19506;3418;isocitrate dehydrogenase (NADP(+)) 2;IDH2;3;1.0
21083;3417;isocitrate dehydrogenase (NADP(+)) 1;IDH1;3;1.0
16523;4693;norrin cystine knot growth factor NDP;NDP;3;1.0
19324;57465;TBC1 domain family member 24;TBC1D24;3;1.0
15557;27286;sushi repeat containing protein X-linked 2;SRPX2;3;1.0
20706;2903;glutamate ionotropic receptor NMDA type subunit 2A;GRIN2A;3;1.0
17584;6342;sterol carrier protein 2;SCP2;3;1.0
17587;26047;contactin associated protein 2;CNTNAP2;3;1.0
15831;1536;cytochrome b-245 beta chain;CYBB;3;1.0
16520;4688;neutrophil cytosolic factor 2;NCF2;3;1.0
16827;1535;cytochrome b-245 alpha chain;CYBA;3;1.0
27773;79415;cytochrome b-245 chaperone 1;CYBC1;3;1.0
16593;2652;opsin 1, medium wave sensitive;OPN1MW;3;1.0
16592;5956;opsin 1, long wave sensitive;OPN1LW;3;1.0
15603;7030;transcription factor binding to IGHM enhancer 3;TFE3;3;1.0
17758;79058;ASPSCR1 tether for SLC2A4, UBX domain containing;ASPSCR1;3;1.0
16543;4771;neurofibromin 2;NF2;3;1.0
17585;950;scavenger receptor class B member 2;SCARB2;3;1.0
15908;1896;ectodysplasin A;EDA;3;1.0
21837;60401;ectodysplasin A2 receptor;EDA2R;3;1.0
16449;6519;solute carrier family 3 member 1;SLC3A1;3;1.0
17586;9581;prolyl endopeptidase like;PREPL;3;1.0
19495;79823;calmodulin-lysine N-methyltransferase;CAMKMT;3;1.0
19496;5495;protein phosphatase, Mg2+/Mn2+ dependent 1B;PPM1B;3;1.0
15078;90;activin A receptor type 1;ACVR1;3;1.0
15164;5727;patched 1;PTCH1;3;1.0
15569;51684;SUFU negative regulator of hedgehog signaling;SUFU;3;1.0
15165;8643;patched 2;PTCH2;3;1.0
24877;6237;RAS related;RRAS;3;1.0
27082;22808;muscle RAS oncogene homolog;MRAS;3;1.0
27286;22800;RAS related 2;RRAS2;3;1.0
15170;5781;protein tyrosine phosphatase non-receptor type 11;PTPN11;3;1.0
19464;867;Cbl proto-oncogene;CBL;3;1.0
15537;6654;SOS Ras/Rac guanine nucleotide exchange factor 1;SOS1;3;1.0
16312;3845;KRAS proto-oncogene, GTPase;KRAS;3;1.0
16828;5894;Raf-1 proto-oncogene, serine/threonine kinase;RAF1;3;1.0
18962;4893;NRAS proto-oncogene, GTPase;NRAS;3;1.0
22243;6016;Ras like without CAAX 1;RIT1;3;1.0
22431;8216;leucine zipper like transcription regulator 1;LZTR1;3;1.0
22997;144568;alpha-2-macroglobulin like 1;A2ML1;3;1.0
23010;5922;RAS p21 protein activator 2;RASA2;3;1.0
23280;6655;SOS Ras/Rho guanine nucleotide exchange factor 2;SOS2;3;1.0
17200;9037;semaphorin 5A;SEMA5A;3;1.0
17342;1501;catenin delta 2;CTNND2;3;1.0
16224;3293;hydroxysteroid 17-beta dehydrogenase 3;HSD17B3;3;1.0
16214;3251;hypoxanthine phosphoribosyltransferase 1;HPRT1;3;1.0
15426;1029;cyclin dependent kinase inhibitor 2A;CDKN2A;3;1.0
21735;4193;MDM2 proto-oncogene;MDM2;3;1.0
15644;7157;tumor protein p53;TP53;3;1.0
15444;11200;checkpoint kinase 2;CHEK2;3;1.0
15114;5376;peripheral myelin protein 22;PMP22;3;1.0
18457;4254;KIT ligand;KITLG;3;1.0
15677;7299;tyrosinase;TYR;3;1.0
15530;6591;snail family transcriptional repressor 2;SNAI2;3;1.0
16402;4286;melanocyte inducing transcription factor;MITF;3;1.0
15912;1910;endothelin receptor type B;EDNRB;3;1.0
16611;5077;paired box 3;PAX3;3;1.0
15241;6299;spalt like transcription factor 1;SALL1;3;1.0
21552;51339;dishevelled binding antagonist of beta catenin 1;DACT1;3;1.0
16234;3339;heparan sulfate proteoglycan 2;HSPG2;3;1.0
16496;4629;myosin heavy chain 11;MYH11;3;1.0
15315;1836;solute carrier family 26 member 2;SLC26A2;3;1.0
15394;779;calcium voltage-gated channel subunit alpha1 S;CACNA1S;3;1.0
16289;10008;potassium voltage-gated channel subfamily E regulatory subunit 3;KCNE3;3;1.0
15295;6495;SIX homeobox 1;SIX1;3;1.0
16006;2138;EYA transcriptional coactivator and phosphatase 1;EYA1;3;1.0
16793;147912;SIX homeobox 5;SIX5;3;1.0
15079;94;activin A receptor like type 1;ACVRL1;3;1.0
15524;4089;SMAD family member 4;SMAD4;3;1.0
15977;2022;endoglin;ENG;3;1.0
22383;2658;growth differentiation factor 2;GDF2;3;1.0
16664;2263;fibroblast growth factor receptor 2;FGFR2;3;1.0
15676;7291;twist family bHLH transcription factor 1;TWIST1;3;1.0
15565;6794;serine/threonine kinase 11;STK11;3;1.0
15890;1814;dopamine receptor D3;DRD3;3;1.0
20672;84894;leucine rich repeat and Ig domain containing 1;LINGO1;3;1.0
23601;26011;teneurin transmembrane protein 4;TENM4;3;1.0
15367;627;brain derived neurotrophic factor;BDNF;3;1.0
15731;7490;WT1 transcription factor;WT1;3;1.0
16612;5080;paired box 6;PAX6;3;1.0
21571;8799;peroxisomal biogenesis factor 11 beta;PEX11B;3;1.0
15175;5828;peroxisomal biogenesis factor 2;PEX2;3;1.0
16637;5189;peroxisomal biogenesis factor 1;PEX1;3;1.0
16638;5192;peroxisomal biogenesis factor 10;PEX10;3;1.0
16639;5193;peroxisomal biogenesis factor 12;PEX12;3;1.0
16640;5194;peroxisomal biogenesis factor 13;PEX13;3;1.0
16641;5195;peroxisomal biogenesis factor 14;PEX14;3;1.0
16642;9409;peroxisomal biogenesis factor 16;PEX16;3;1.0
16643;5824;peroxisomal biogenesis factor 19;PEX19;3;1.0
16644;55670;peroxisomal biogenesis factor 26;PEX26;3;1.0
16645;8504;peroxisomal biogenesis factor 3;PEX3;3;1.0
16646;5830;peroxisomal biogenesis factor 5;PEX5;3;1.0
16647;5190;peroxisomal biogenesis factor 6;PEX6;3;1.0
15460;1186;chloride voltage-gated channel 7;CLCN7;3;1.0
16487;4547;microsomal triglyceride transfer protein;MTTP;3;1.0
16419;1130;lysosomal trafficking regulator;LYST;3;1.0
22034;2077;ETS2 repressor factor;ERF;3;1.0
15166;5728;phosphatase and tensin homolog;PTEN;3;1.0
28796;205717;upstream transcription factor family member 3;USF3;3;1.0
15093;5290;phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha;PIK3CA;3;1.0
15262;6390;succinate dehydrogenase complex iron sulfur subunit B;SDHB;3;1.0
15264;6392;succinate dehydrogenase complex subunit D;SDHD;3;1.0
15263;6391;succinate dehydrogenase complex subunit C;SDHC;3;1.0
18492;10483;SEC23 homolog B, COPII coat complex component;SEC23B;3;1.0
20544;207;AKT serine/threonine kinase 1;AKT1;3;1.0
21874;100144748;killin, p53 regulated DNA replication inhibitor;KLLN;3;1.0
15231;6197;ribosomal protein S6 kinase A3;RPS6KA3;3;1.0
16016;2157;coagulation factor VIII;F8;3;1.0
16147;2778;GNAS complex locus;GNAS;3;1.0
15329;538;ATPase copper transporting alpha;ATP7A;3;1.0
16829;3117;major histocompatibility complex, class II, DQ alpha 1;HLA-DQA1;3;1.0
25061;51626;dynein cytoplasmic 2 light intermediate chain 1;DYNC2LI1;3;1.0
17468;57560;intraflagellar transport 80;IFT80;3;1.0
18357;79659;dynein cytoplasmic 2 heavy chain 1;DYNC2H1;3;1.0
19838;79809;tetratricopeptide repeat domain 21B;TTC21B;3;1.0
20667;57728;WD repeat domain 19;WDR19;3;1.0
21155;9742;intraflagellar transport 140;IFT140;3;1.0
22290;55112;dynein 2 intermediate chain 1;DYNC2I1;3;1.0
22531;26160;intraflagellar transport 172;IFT172;3;1.0
22549;89891;dynein 2 intermediate chain 2;DYNC2I2;3;1.0
23142;153241;centrosomal protein 120;CEP120;3;1.0
15136;5551;perforin 1;PRF1;3;1.0
15567;8676;syntaxin 11;STX11;3;1.0
15694;201294;unc-13 homolog D;UNC13D;3;1.0
19047;6813;syntaxin binding protein 2;STXBP2;3;1.0
15364;54880;BCL6 corepressor;BCOR;3;1.0
20550;8260;N-alpha-acetyltransferase 10, NatA catalytic subunit;NAA10;3;1.0
29904;79770;thioredoxin domain containing 15;TXNDC15;3;1.0
24987;84314;transmembrane protein 107;TMEM107;3;1.0
20312;79600;tectonic family member 1;TCTN1;3;1.0
20689;65062;transmembrane protein 237;TMEM237;3;1.0
15227;57096;RPGR interacting protein 1;RPGRIP1;3;1.0
15433;80184;centrosomal protein 290;CEP290;3;1.0
15629;91147;transmembrane protein 67;TMEM67;3;1.0
16405;54903;MKS transition zone complex subunit 1;MKS1;3;1.0
16985;23322;RPGRIP1 like;RPGRIP1L;3;1.0
17353;57545;coiled-coil and C2 domain containing 2A;CC2D2A;3;1.0
18961;51259;transmembrane protein 216;TMEM216;3;1.0
21406;26123;tectonic family member 3;TCTN3;3;1.0
19840;79867;tectonic family member 2;TCTN2;3;1.0
20293;27077;B9 domain containing 1;B9D1;3;1.0
20400;80776;B9 domain containing 2;B9D2;3;1.0
21736;79583;transmembrane protein 231;TMEM231;3;1.0
22594;79848;centrosome and spindle pole associated protein 1;CSPP1;3;1.0
26044;2735;GLI family zinc finger 1;GLI1;3;1.0
16001;2121;EvC ciliary complex subunit 1;EVC;3;1.0
16002;132884;EvC ciliary complex subunit 2;EVC2;3;1.0
16332;3908;laminin subunit alpha 2;LAMA2;3;1.0
15703;8287;ubiquitin specific peptidase 9 Y-linked;USP9Y;3;1.0
15846;1617;deleted in azoospermia 1;DAZ1;3;1.0
15847;57055;deleted in azoospermia 2;DAZ2;3;1.0
15848;57054;deleted in azoospermia 3;DAZ3;3;1.0
15849;57135;deleted in azoospermia 4;DAZ4;3;1.0
17717;8653;DEAD-box helicase 3 Y-linked;DDX3Y;3;1.0
17752;5940;RNA binding motif protein Y-linked family 1 member A1;RBMY1A1;3;1.0
20671;7258;testis specific protein Y-linked 1;TSPY1;3;1.0
18955;966;CD59 molecule (CD59 blood group);CD59;3;1.0
16307;84634;KISS1 receptor;KISS1R;3;1.0
22253;7681;makorin ring finger protein 3;MKRN3;3;1.0
17352;8788;delta like non-canonical Notch ligand 1;DLK1;3;1.0
15391;773;calcium voltage-gated channel subunit alpha1 A;CACNA1A;3;1.0
18958;1675;complement factor D;CFD;3;1.0
25468;6820;sulfotransferase family 2B member 1;SULT2B1;3;1.0
26522;121214;short chain dehydrogenase/reductase family 9C member 7;SDR9C7;3;1.0
15049;26154;ATP binding cassette subfamily A member 12;ABCA12;3;1.0
15502;242;arachidonate 12-lipoxygenase, 12R type;ALOX12B;3;1.0
15503;59344;arachidonate lipoxygenase 3;ALOXE3;3;1.0
15613;7051;transglutaminase 1;TGM1;3;1.0
17438;126410;cytochrome P450 family 4 subfamily F member 22;CYP4F22;3;1.0
18969;348938;NIPA like domain containing 4;NIPAL4;3;1.0
20102;643418;lipase family member N;LIPN;3;1.0
16017;2158;coagulation factor IX;F9;3;1.0
